INSTRUMENT,,,,,,,,,,LEG,,,,,,,,,,,,,,,,,,,,,,,,,,,/LEG,/INSTRUMENT
CONTR_SIZE,CURR.INSID,GENERIC,INSID,INSTYPE,MTM_FROM_FEED,OTC,PAY_OFFSET_METHOD,QUOTATION_SEQNBR.NAME,SPOT_BANKING_DAYS_OFFSET,CALC_PERIOD_CALNBR.CALID,CURR.INSID,DAYCOUNT_METHOD,DECIMALS,END_PERIOD,FLOAT_RATE.EXTERN_ID1,FLOAT_RATE.INSID,FLOAT_RATE_FACTOR,INTEREST_PAYMENT_TIME,NOMINAL_FACTOR,OPTIONALITY_METHOD,PAYLEG,PAY_CALNBR.CALID,PAY_DAY_METHOD,PAY_DAY_OFFSET,RESET_CALNBR.CALID,RESET_DAY_METHOD,RESET_DAY_OFFSET,RESET_PERIOD,RESET_TYPE,ROLLING_CONVENTION,ROLLING_PERIOD,ROUNDING,START_PERIOD,STRIKE,STRIKE_TYPE,TYPE,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/3.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,3.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/4.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/4.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/5.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/5.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/6.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/6.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/7.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/7.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/8.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/8.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/9.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/6Y/9.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,6y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/-0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/-0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/-2.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/0.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/0.75,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/1.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/1.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/1.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/2.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/2.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/3.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/3.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,3.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/4.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/4.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/5.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/5.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/6.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/6.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/7.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/7.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/8.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/8.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/9.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/7Y/9.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,7y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/-0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/-0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/-2.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/0.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/0.75,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/1.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/1.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/1.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/2.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/2.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,2.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/3.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,3,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/3.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,3.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/4.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/4.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,4.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/5.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/5.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,5.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/6.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/6.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,6.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/7.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/7.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,7.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/8.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/8.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,8.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/9.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/8Y/9.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,8y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,9.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/-0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/-0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/-2.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,-2,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/0.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/0.25,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.25,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/0.50,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.5,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/0.75,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,0.75,Absolute,Cap,,
1000000,USD,Yes,USD/CAP/SOFR/NORM-VOL/9Y/1.00,Cap,Yes,Yes,Business Days,Volatility bps,2,US Govt,USD,Act/360,5,9y,SOFRRATE,USD/SOFR,1,In Arrears,1,Post-Aggregate,No,New York,Mod. Following,2d,US Govt,Following,0,1d,Compound Spread Excluded,None,3m,Normal,0y,1,Absolute,Cap,,
